coralName,SFXTarget,SFXPublicName,OURTitle,OURLink
"Generic (ILL permitted)",AMERICAN_ACADEMY_OF_PERIODONTOLOGY_AAP,"American Academy of Periodontology",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",AMERICAN_LIBRARY_ASSOCIATION,"American Library Association",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",AMERICAN_MARKETING_ASSOCIATION,"American Marketing Association",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",AMERICAN_PUBLIC_HEALTH_ASSOCIATION,"American Public Health Association",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",AMERICAN_THORACIC_SOCIETY_JOURNALS,"American Thoracic Society Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",ARCHIVES_OF_AFRICAN_JOURNALS_FREE,"Archives of African Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",AUSTRIAN_NEWSPAPERS_ONLINE_ANNO_FREE,"Austrian Newspapers Online (ANNO)",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",BERGHAHN_JOURNALS,"Berghahn Journals",Default,
"Generic (ILL permitted)",BIBLIOTECA_DIGITAL_DE_CASTILLA_LA_MANCHA_FREE,"Biblioteca Digital de Castilla-La Mancha",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",BIBLIOTECA_VIRTUAL_DE_ANDALUCIA_FREE,"Biblioteca Virtual de Andalucía",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",BIBLIOTECA_VIRTUAL_DE_CASTILLA_LA_MANCHA_FREE,"Biblioteca Virtual de Castilla-La Mancha",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",BIBLIOTECA_VIRTUAL_DEL_PRINCIPADO_DEL_ASTURIAS_FREE,"Biblioteca Virtual Del Principado De Asturias",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",BOLETINES_SANITARIOS_FREE,"Boletines Sanitarios",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",BOOKS_AT_OVID_PURCHASE,"Books@Ovid Purchase",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",BOSTON_COLLEGE_OPEN_ACCESS_JOURNALS,"Boston College Open Access Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",CASALINI_TORROSSA_JOURNALS,"Casalini Torrossa Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",CINII_FREE,"CiNii ????????",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",CLACSO_JOURNALS_FREE,"Latin America and Caribbean social science virtual library: CLACSO",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",CLASSIQUES_SCIENCES_SOCIALES_FREE,"Classiques Sciences Sociales",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",COMPACT_MEMORY_FREE,"Compact Memory",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",CURRENT_REPORTS,"Current Reports",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",DIGIZEITSCHRIFTEN_OPEN_ACCESS_FREE,"DigiZeitschriften Open Access",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",DOAB_DIRECTORY_OPEN_ACCESS_BOOKS_FREE,"DOAB Directory of Open Access Books",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",DOAJ_DIRECTORY_OPEN_ACCESS_JOURNALS_FREE,"DOAJ Directory of Open Access Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",DUNCKER_HUMBLOT_ELIBRARY_EJOURNALS,"Duncker & Humblot eLibrary eJournals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",EDITORIA_SCIENTIFICA_ELECTTRONICA_JOURNALS_ESE_FREE,"Editoria Scientifica Elettronica Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",EMIS,Emis,Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",EMIS_FREE,"Emis Free",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",EREVISTAS_PLATFORMA_OPEN_ACCESS_ESPANOLAS,"e-Revist@s Platforma Open Access de Revistas Scientificas Electronicas Espanolas y Latinoamericanas",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",EUROPEAN_MATHEMATICAL_SOCIETY_JOURNALS,"European Mathematical Society Journals",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",EUROPEAN_UNION_PUBLICATIONS_FREE,"European Union Publications",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",GALLICA_FREE,"Gallica Free",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",GOOGLE_PAB_LCL,Google,Default,"NOTHING ADDED TO SFX - THIS TARGET IS NOT ASSOCIATED WITH A FULLTEXT SERVICE"
"Generic (ILL permitted)",GUTENBERG_E_FREE,Gutenberg-e,Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HARVARD_EDUCATIONAL_PUBLISHING_GROUP,"Harvard Educational Publishing Group",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_AMERICAN_ACADEMY_OF_PSYCHIATRY_AND_THE_LAW,"Highwire Press American Academy of Psychiatry and the Law",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_AMERICAN_ASSOCIATION_OF_CRITICAL_CARE_NURSES,"Highwire Press American Association of Critical-Care Nurses",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_AMERICAN_JOURNAL_OF_SCIENCE,"Highwire Press American Journal of Science",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_AMERICAN_PHYSICAL_THERAPY_ASSOCIATION,"Highwire Press American Physical Therapy Association",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_AMERICAN_PUBLIC_HEALTH_ASSOCIATION,"Highwire Press American Public Health Association",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_AMERICAN_SOCIETY_FOR_BIOCHEMISTRY_AND_MOLECULAR_BIOLOGY,"Highwire Press American Society for Biochemistry and Molecular Biology",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_AMERICAN_SOCIETY_OF_ANIMAL_SCIENCE,"Highwire Press American Society of Animal Science",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_AMERICAN_SOCIETY_OF_HEALTH_SYSTEM_PHARMACISTS,"Highwire Press American Society of Health System Pharmacists",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_AMERICAN_SOCIETY_OF_NEURORADIOLOGY,"Highwire Press American Society of Neuroradiology",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_AMERICAN_SOCIETY_OF_TROPICAL_MEDICINE_AND_HYGIENE,"Highwire Press American Society of Tropical Medicine and Hygiene",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_ASSOCIATION_COLLEGE_RESEARCH_LIBRARIES,"Highwire Press Association College Research Libraries",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_ASSOCIATION_FOR_RESEARCH_IN_VISION_AND_OPHTHALMOLOGY,"Highwire Press Association for Research in Vision and Ophthalmology",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_ASSOCIATION_OF_CLINICAL_PATHOLOGISTS,"Highwire Press Association of Clinical Pathologists",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_BIOSCIENTIFICA,"Highwire Press BioScientifica",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_BOTANICAL_SOCIETY_OF_AMERICA,"Highwire Press Botanical Society of America",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_BRITISH_EDITORIAL_SOCIETY_OF_BONE_AND_JOINT_SURGERY,"Highwire Press British Editorial Society of Bone and Joint Surgery",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_BRITISH_VETERINARY_ASSOCIATION,"Highwire Press British Veterinary Association",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_EUROPEAN_RESPIRATORY_SOCIETY,"Highwire Press European Respiratory Society",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_GENETICS_SOCIETY_OF_AMERICA,"Highwire Press Genetics Society of America",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_HANLEY_AND_BELFUS,"Highwire Press Hanley and Belfus",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_INTERNATIONAL_AND_AMERICAN_ASSOCIATIONS_OF_DENTAL_RESEARCH,"Highwire Press International and American Associations of Dental Research",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_MARINE_BIOLOGICAL_LABORATORY,"Highwire Press Marine Biological Laboratory",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
"Generic (ILL permitted)",HIGHWIRE_PRESS_MINERALOGICAL_ASSOCIATION_OF_CANADA_MAC,"Highwire Press Mineralogical Association of Canada (MAC)",Default,"<iframe src=""http://tal.scholarsportal.info/alberta/sfx/?tag=Default"" width=""100%"" height=""40"" align=""middle"" frameborder=""0"" scrolling=""no""><p>Your browser does not support iframes.</p></iframe>"
